ax_s,ay_s,az_s,gx_s,gy_s,gz_s
-0.2656,0.9688,0.0625,0.9766,0,0
-0.25,0.9844,0.0781,0,0,0
-0.25,0.9844,0.0781,0,0,0
-0.2656,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0781,0,0,0
-0.2656,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.2344,0.9844,0.0781,0,0,0
-0.25,0.9688,0.0781,0,0,0
-0.25,0.9688,0.0625,0,-0.9766,0
-0.25,0.9844,0.0781,0,0,0
-0.25,0.9844,0.0938,0,0,0
-0.25,0.9688,0.0781,0,-0.9766,0
-0.25,0.9688,0.0625,0,-0.9766,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9531,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9531,0.0469,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9844,0.0469,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.2344,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9531,0.0469,0,0,0
-0.25,0.9844,0.0625,0,0,0
-0.25,0.9844,0.0312,0,0,0
-0.2656,0.9688,0.0469,0,0,0
-0.25,0.9844,0.0312,0,0,0
-0.2344,0.9844,0.0625,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.25,0.9844,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.2344,0.9844,0.0469,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.2344,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0625,-0.9766,0,0
-0.25,0.9844,0.0625,-0.9766,0,0
-0.25,0.9688,0.0469,-0.9766,0,0
-0.2344,0.9844,0.0469,0,0,0
-0.2344,0.9844,0.0312,0,0,0
-0.2344,0.9844,0.0156,0,0,0
-0.25,0.9688,0,0,0,0
-0.2656,0.9844,0.0312,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.2344,0.9688,0.0781,0,0,0
-0.2344,0.9688,0.0469,0,0,0
-0.2188,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0312,0,0,0
-0.25,0.9688,0.0312,0,0,0
-0.25,0.9688,0.0156,0,0,0
-0.25,0.9844,0.0156,0,0,0
-0.25,0.9844,0.0312,0,0,0
-0.25,0.9688,0.0156,0,0,0
-0.25,0.9688,0.0156,0.9766,0,0
-0.25,0.9688,0.0469,0.9766,0,0
-0.25,0.9844,0.0312,0.9766,0,0
-0.25,0.9688,0.0469,0.9766,0,0
-0.25,0.9688,0.0625,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0781,0,0,0
-0.25,0.9844,0.0625,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.2344,0.9844,0.0469,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9844,0.0469,0,0,0
-0.25,0.9844,0.0312,0,0,0
-0.2656,0.9844,0.0156,0,0,0
-0.2656,0.9844,0.0156,0,0,0
-0.2656,0.9688,0.0156,0.9766,0,0
-0.2656,0.9688,0.0312,0.9766,0,0
-0.25,0.9688,0.0469,0.9766,0,0
-0.25,0.9688,0.0625,0.9766,0,0
-0.25,0.9688,0.0781,0,0,0
-0.25,0.9688,0.0938,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.2344,0.9688,0.0625,-0.9766,0,0
-0.25,0.9688,0.0625,-0.9766,0,0
-0.25,0.9844,0.0625,-0.9766,0,0
-0.25,0.9688,0.0312,-0.9766,0,0
-0.2344,0.9688,0.0469,-0.9766,0,0
-0.2656,0.9688,0.0469,-0.9766,0,0
-0.2656,0.9688,0.0312,-0.9766,0,0
-0.2656,0.9844,0.0156,0,0,0
-0.2656,0.9844,0.0156,0,0,0
-0.2656,0.9844,0.0312,0,0,0
-0.25,0.9844,0.0312,0,0,0
-0.25,0.9688,0.0469,0.9766,0,0
-0.25,0.9688,0.0625,0.9766,0,0
-0.25,0.9688,0.0625,0.9766,0,0
-0.25,0.9688,0.0625,0.9766,0,0
-0.25,0.9688,0.0625,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9844,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.2344,0.9844,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.2656,0.9688,0.0312,0,0,0
-0.25,0.9688,0.0312,0,0,0
-0.2656,0.9688,0.0312,0,0,0
-0.25,0.9688,0.0469,0,0.9766,0
-0.25,0.9688,0.0312,0,0,0
-0.2656,0.9688,0.0312,0,0,0
-0.25,0.9688,0.0156,0,0,0
-0.25,0.9531,0.0312,0.9766,0,0
-0.25,0.9688,0.0469,0.9766,0,0
-0.2656,0.9688,0.0312,0.9766,0,0
-0.25,0.9688,0.0625,0.9766,0,0
-0.2656,0.9688,0.0312,0.9766,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.2344,0.9844,0.0625,0,0,0
-0.2344,0.9844,0.0625,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.2344,0.9688,0.0469,0,0,0
-0.2344,0.9844,0.0625,0,0,0
-0.2344,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9844,0.0469,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.2344,0.9844,0.0312,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0312,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9844,0.0312,0,0,0
-0.2656,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.25,0.9688,0.0469,0,0,0
-0.2656,0.9688,0.0625,0,0,0
-0.25,0.9688,0.0469,-0.9766,0,0
-0.2656,0.9531,0.0469,-0.9766,0,0
-0.2656,0.9688,0.0469,-0.9766,0.9766,0
-0.25,0.9688,0.0469,-0.9766,0.9766,0
-0.25,0.9688,0.0469,-0.9766,0.9766,0
-0.25,0.9688,0.0625,-0.9766,0.9766,0
-0.25,0.9688,0.0625,-0.9766,0.9766,0
-0.25,0.9688,0.0625,-0.9766,0.9766,0
-0.2656,0.9688,0.0312,-0.9766,0.9766,0
-0.2656,0.9688,0.0469,0,0.9766,0
-0.25,0.9688,0.0469,0,0.9766,0
-0.2656,0.9531,0.0469,0,0.9766,0
